altered_access_log
access_monitoring_data,,,,,,,,,,,
event_id,user_id,user_role,resource_accessed,resource_sensitivity,access_timestamp,location,device_type,access_type,records_viewed,is_authorized,is_privacy_violation
251,1069,Pilot,flight_logs,FALSE,2025-01-02 15:59:00,CA,mobile,export,12,TRUE,FALSE
252,1099,HR,flight_logs,FALSE,2025-01-13 10:25:00,TX,mobile,delete,77,FALSE,FALSE
253,1051,Pilot,maintenance_logs,FALSE,2025-01-16 10:19:00,CA,remote_server,delete,113,TRUE,FALSE
254,1047,Finance,flight_logs,FALSE,2025-01-04 18:14:00,FL,laptop,delete,80,FALSE,FALSE
255,1077,IT,hr_files,TRUE,2025-01-14 08:52:00,NY,laptop,read,4,TRUE,FALSE
256,1041,Customer Service,flight_logs,FALSE,2025-01-21 07:03:00,IL,remote_server,write,35,TRUE,FALSE
257,1088,Pilot,flight_logs,FALSE,2025-01-21 08:23:00,TX,mobile,delete,88,TRUE,FALSE
258,1035,HR,customer_table,TRUE,2025-01-30 00:20:00,FL,mobile,write,28,FALSE,TRUE
259,1003,IT,hr_files,TRUE,2025-01-20 22:36:00,TX,web_portal,read,63,TRUE,FALSE
260,1030,Customer Service,flight_logs,FALSE,2025-01-18 10:10:00,IL,laptop,write,73,TRUE,FALSE
261,1086,Pilot,flight_logs,FALSE,2025-01-17 22:20:00,FL,laptop,write,22,TRUE,FALSE
262,1067,Customer Service,maintenance_logs,FALSE,2025-01-15 07:23:00,NY,web_portal,read,48,FALSE,FALSE
263,1003,IT,maintenance_logs,FALSE,2025-01-24 13:30:00,FL,laptop,export,47,TRUE,FALSE
264,1099,Customer Service,maintenance_logs,FALSE,2025-01-10 18:22:00,IL,mobile,delete,19,FALSE,FALSE
265,1025,HR,payroll_records,TRUE,2025-01-04 08:53:00,FL,web_portal,delete,42,TRUE,FALSE
266,1011,Customer Service,flight_logs,FALSE,2025-01-03 22:55:00,IL,mobile,export,12,TRUE,FALSE
267,1020,IT,flight_logs,FALSE,2025-01-24 03:41:00,CA,laptop,write,98,TRUE,FALSE
268,1017,IT,maintenance_logs,FALSE,2025-01-02 04:42:00,NY,mobile,delete,7,TRUE,FALSE
269,1070,IT,hr_files,TRUE,2025-01-04 22:10:00,TX,mobile,delete,36,TRUE,FALSE
270,1091,Pilot,hr_files,TRUE,2025-01-19 16:41:00,FL,laptop,write,53,FALSE,TRUE
271,1040,HR,maintenance_logs,FALSE,2025-01-22 04:48:00,IL,mobile,write,93,FALSE,FALSE
272,1099,Finance,hr_files,TRUE,2025-01-09 06:45:00,CA,remote_server,read,6,FALSE,TRUE
273,1015,Finance,payroll_records,TRUE,2025-01-14 20:11:00,CA,web_portal,export,84,TRUE,FALSE
274,1090,IT,flight_logs,FALSE,2025-01-24 14:46:00,NY,laptop,export,50,TRUE,FALSE
275,1025,Finance,flight_logs,FALSE,2025-01-06 16:43:00,NY,laptop,write,20,FALSE,FALSE
276,1075,Finance,payroll_records,TRUE,2025-01-08 18:59:00,IL,mobile,read,63,TRUE,FALSE
277,1003,HR,customer_table,TRUE,2025-01-30 04:38:00,IL,mobile,write,55,FALSE,TRUE
278,1098,Finance,maintenance_logs,FALSE,2025-01-29 03:08:00,TX,remote_server,export,31,FALSE,FALSE
279,1082,Customer Service,maintenance_logs,FALSE,2025-01-12 03:28:00,FL,mobile,delete,52,FALSE,FALSE
280,1009,HR,payroll_records,TRUE,2025-01-21 00:09:00,FL,remote_server,delete,38,TRUE,FALSE
281,1026,Customer Service,hr_files,TRUE,2025-01-07 12:55:00,NY,mobile,export,53,FALSE,TRUE
282,1051,IT,flight_logs,FALSE,2025-01-24 10:29:00,IL,laptop,export,69,TRUE,FALSE
283,1030,Pilot,customer_table,TRUE,2025-01-13 04:09:00,FL,web_portal,write,97,FALSE,TRUE
284,1012,HR,flight_logs,FALSE,2025-01-18 11:35:00,IL,remote_server,write,12,FALSE,FALSE
285,1020,Customer Service,hr_files,TRUE,2025-01-15 05:34:00,CA,web_portal,delete,113,FALSE,TRUE
286,1065,Pilot,maintenance_logs,FALSE,2025-01-15 01:00:00,FL,laptop,read,8,TRUE,FALSE
287,1050,Finance,maintenance_logs,FALSE,2025-01-11 22:56:00,CA,mobile,read,45,FALSE,FALSE
288,1006,Customer Service,maintenance_logs,FALSE,2025-01-28 04:38:00,FL,mobile,read,67,FALSE,FALSE
289,1013,Pilot,payroll_records,TRUE,2025-01-13 00:52:00,NY,remote_server,export,58,FALSE,TRUE
290,1005,Pilot,customer_table,TRUE,2025-01-26 22:53:00,IL,web_portal,export,31,FALSE,TRUE
291,1070,Customer Service,customer_table,TRUE,2025-01-18 13:59:00,IL,remote_server,export,43,TRUE,FALSE
292,1079,Finance,customer_table,TRUE,2025-01-06 20:32:00,TX,remote_server,export,35,TRUE,FALSE
293,1043,Finance,flight_logs,FALSE,2025-01-07 13:34:00,CA,remote_server,read,32,FALSE,FALSE
294,1005,HR,payroll_records,TRUE,2025-01-16 03:46:00,FL,remote_server,write,75,TRUE,FALSE
295,1077,Finance,payroll_records,TRUE,2025-01-15 22:13:00,IL,mobile,write,60,TRUE,FALSE
296,1050,Finance,flight_logs,FALSE,2025-01-28 00:30:00,NY,remote_server,export,29,FALSE,FALSE
297,1060,HR,flight_logs,FALSE,2025-01-16 01:48:00,TX,remote_server,export,76,FALSE,FALSE
298,1092,HR,hr_files,TRUE,2025-01-22 14:22:00,NY,web_portal,read,59,TRUE,FALSE
299,1074,Pilot,payroll_records,TRUE,2025-01-24 20:36:00,IL,remote_server,write,74,FALSE,TRUE
300,1087,IT,customer_table,TRUE,2025-01-27 01:23:00,TX,web_portal,read,68,TRUE,FALSE
301,1056,Customer Service,maintenance_logs,FALSE,2025-01-07 21:24:00,FL,web_portal,delete,25,FALSE,FALSE
302,1064,Finance,maintenance_logs,FALSE,2025-01-03 20:01:00,CA,web_portal,export,33,FALSE,FALSE
303,1084,Pilot,hr_files,TRUE,2025-01-18 03:35:00,NY,web_portal,delete,72,FALSE,TRUE
304,1068,Customer Service,hr_files,TRUE,2025-01-17 02:58:00,NY,remote_server,write,68,FALSE,TRUE
305,1031,Customer Service,hr_files,TRUE,2025-01-14 14:02:00,CA,mobile,export,49,FALSE,TRUE
306,1090,IT,maintenance_logs,FALSE,2025-01-15 10:17:00,FL,mobile,export,53,TRUE,FALSE
307,1036,HR,hr_files,TRUE,2025-01-25 17:18:00,FL,remote_server,export,88,TRUE,FALSE
308,1098,IT,flight_logs,FALSE,2025-01-02 21:56:00,NY,laptop,export,32,TRUE,FALSE
309,1056,Customer Service,maintenance_logs,FALSE,2025-01-10 17:43:00,CA,mobile,export,66,FALSE,FALSE
310,1017,HR,hr_files,TRUE,2025-01-27 16:58:00,CA,web_portal,read,43,TRUE,FALSE
311,1085,Finance,payroll_records,TRUE,2025-01-30 00:48:00,CA,laptop,read,43,TRUE,FALSE
312,1052,Customer Service,maintenance_logs,FALSE,2025-01-05 13:49:00,CA,laptop,write,82,FALSE,FALSE
313,1052,Pilot,maintenance_logs,FALSE,2025-01-30 14:33:00,CA,mobile,export,74,TRUE,FALSE
314,1036,HR,customer_table,TRUE,2025-01-30 16:29:00,IL,web_portal,read,74,FALSE,TRUE
315,1022,Pilot,payroll_records,TRUE,2025-01-02 15:41:00,FL,remote_server,write,89,FALSE,TRUE
316,1095,Customer Service,customer_table,TRUE,2025-01-01 10:07:00,NY,laptop,export,50,TRUE,FALSE
317,1036,Pilot,hr_files,TRUE,2025-01-24 20:41:00,FL,web_portal,delete,70,FALSE,TRUE
318,1034,IT,customer_table,TRUE,2025-01-16 01:11:00,CA,remote_server,export,40,TRUE,FALSE
319,1091,IT,customer_table,TRUE,2025-01-16 08:12:00,NY,web_portal,write,59,TRUE,FALSE
320,1078,Pilot,maintenance_logs,FALSE,2025-01-24 10:49:00,NY,laptop,delete,46,TRUE,FALSE
321,1085,HR,payroll_records,TRUE,2025-01-07 09:35:00,FL,mobile,write,52,TRUE,FALSE
322,1000,Customer Service,maintenance_logs,FALSE,2025-01-11 17:15:00,FL,mobile,export,67,FALSE,FALSE
323,1038,Finance,hr_files,TRUE,2025-01-01 12:29:00,NY,mobile,write,25,FALSE,TRUE
324,1007,HR,maintenance_logs,FALSE,2025-01-14 23:06:00,CA,remote_server,export,112,FALSE,FALSE
325,1088,HR,flight_logs,FALSE,2025-01-17 17:27:00,IL,web_portal,write,19,FALSE,FALSE
326,1017,Pilot,payroll_records,TRUE,2025-01-21 16:57:00,IL,mobile,delete,13,FALSE,TRUE
327,1089,Finance,maintenance_logs,FALSE,2025-01-25 11:06:00,CA,web_portal,read,84,FALSE,FALSE
328,1067,Pilot,hr_files,TRUE,2025-01-17 11:09:00,TX,laptop,read,73,FALSE,TRUE
329,1070,Finance,payroll_records,TRUE,2025-01-27 01:32:00,IL,web_portal,write,68,TRUE,FALSE
330,1041,Finance,maintenance_logs,FALSE,2025-01-06 06:57:00,CA,remote_server,read,68,FALSE,FALSE
331,1065,Pilot,customer_table,TRUE,2025-01-21 15:16:00,CA,remote_server,delete,49,FALSE,TRUE
332,1072,HR,hr_files,TRUE,2025-01-22 01:02:00,NY,laptop,delete,23,TRUE,FALSE
333,1032,HR,payroll_records,TRUE,2025-01-27 07:40:00,TX,laptop,delete,52,TRUE,FALSE
334,1044,HR,hr_files,TRUE,2025-01-03 17:48:00,TX,remote_server,read,29,TRUE,FALSE
335,1036,Pilot,payroll_records,TRUE,2025-01-07 03:55:00,FL,mobile,delete,79,FALSE,TRUE
336,1057,Pilot,maintenance_logs,FALSE,2025-01-04 15:39:00,IL,web_portal,export,45,TRUE,FALSE
337,1015,IT,hr_files,TRUE,2025-01-18 21:19:00,IL,web_portal,write,25,TRUE,FALSE
338,1000,HR,flight_logs,FALSE,2025-01-22 01:43:00,IL,remote_server,delete,40,FALSE,FALSE
339,1029,IT,maintenance_logs,FALSE,2025-01-16 18:05:00,CA,mobile,write,62,TRUE,FALSE
340,1092,HR,customer_table,TRUE,2025-01-20 01:55:00,IL,laptop,write,33,FALSE,TRUE
341,1026,HR,customer_table,TRUE,2025-01-28 00:44:00,TX,remote_server,read,25,FALSE,TRUE
342,1031,HR,maintenance_logs,FALSE,2025-01-20 23:27:00,CA,web_portal,read,57,FALSE,FALSE
343,1017,Finance,flight_logs,FALSE,2025-01-11 15:46:00,IL,mobile,export,57,FALSE,FALSE
344,1030,Customer Service,payroll_records,TRUE,2025-01-24 17:20:00,CA,remote_server,export,34,FALSE,TRUE
345,1035,HR,hr_files,TRUE,2025-01-27 22:15:00,CA,remote_server,delete,35,TRUE,FALSE
346,1006,Customer Service,maintenance_logs,FALSE,2025-01-24 20:51:00,NY,remote_server,delete,56,FALSE,FALSE
347,1019,Customer Service,maintenance_logs,FALSE,2025-01-09 08:50:00,IL,remote_server,write,6,FALSE,FALSE
348,1028,Customer Service,payroll_records,TRUE,2025-01-22 01:44:00,TX,remote_server,delete,7,FALSE,TRUE
349,1071,Finance,payroll_records,TRUE,2025-01-18 16:15:00,CA,mobile,write,28,TRUE,FALSE
350,1042,HR,maintenance_logs,FALSE,2025-01-17 21:18:00,TX,web_portal,read,43,FALSE,FALSE
351,1034,Pilot,hr_files,TRUE,2025-01-28 10:33:00,TX,laptop,write,59,FALSE,TRUE
352,1097,Finance,hr_files,TRUE,2025-01-10 21:02:00,FL,web_portal,export,94,FALSE,TRUE
353,1038,HR,payroll_records,TRUE,2025-01-09 15:33:00,TX,remote_server,write,75,TRUE,FALSE
354,1089,Finance,payroll_records,TRUE,2025-01-19 01:13:00,CA,mobile,export,45,TRUE,FALSE
355,1048,Pilot,hr_files,TRUE,2025-01-30 12:34:00,NY,mobile,export,49,FALSE,TRUE
356,1046,Finance,maintenance_logs,FALSE,2025-01-22 05:00:00,TX,remote_server,export,19,FALSE,FALSE
357,1026,Customer Service,flight_logs,FALSE,2025-01-19 20:07:00,TX,web_portal,write,49,TRUE,FALSE
358,1002,Customer Service,hr_files,TRUE,2025-01-27 13:55:00,IL,remote_server,export,41,FALSE,TRUE
359,1019,IT,flight_logs,FALSE,2025-01-11 11:14:00,FL,web_portal,delete,59,TRUE,FALSE
360,1070,Customer Service,flight_logs,FALSE,2025-01-23 05:42:00,FL,remote_server,write,25,TRUE,FALSE
361,1093,Customer Service,payroll_records,TRUE,2025-01-07 08:52:00,IL,remote_server,write,65,FALSE,TRUE
362,1069,HR,hr_files,TRUE,2025-01-02 12:56:00,TX,laptop,read,95,TRUE,FALSE
363,1052,IT,payroll_records,TRUE,2025-01-04 02:14:00,CA,laptop,write,46,FALSE,TRUE
364,1064,Pilot,flight_logs,FALSE,2025-01-03 18:01:00,IL,remote_server,delete,62,TRUE,FALSE
365,1002,HR,hr_files,TRUE,2025-01-26 02:32:00,FL,laptop,read,70,TRUE,FALSE
366,1067,Customer Service,hr_files,TRUE,2025-01-14 01:08:00,TX,remote_server,write,37,FALSE,TRUE
367,1013,HR,hr_files,TRUE,2025-01-07 18:38:00,CA,web_portal,export,56,TRUE,FALSE
368,1045,Customer Service,maintenance_logs,FALSE,2025-01-04 14:18:00,NY,remote_server,delete,50,FALSE,FALSE
369,1072,IT,payroll_records,TRUE,2025-01-14 15:39:00,TX,laptop,read,52,FALSE,TRUE
370,1051,Pilot,maintenance_logs,FALSE,2025-01-26 03:41:00,FL,laptop,read,26,TRUE,FALSE
371,1089,IT,customer_table,TRUE,2025-01-23 17:58:00,FL,mobile,read,50,TRUE,FALSE
372,1067,HR,payroll_records,TRUE,2025-01-10 14:55:00,IL,remote_server,export,64,TRUE,FALSE
373,1005,HR,flight_logs,FALSE,2025-01-25 17:08:00,IL,laptop,write,93,FALSE,FALSE
374,1040,HR,payroll_records,TRUE,2025-01-27 17:11:00,CA,remote_server,read,78,TRUE,FALSE
375,1038,IT,hr_files,TRUE,2025-01-11 22:39:00,IL,remote_server,export,114,TRUE,FALSE
376,1049,IT,customer_table,TRUE,2025-01-23 18:59:00,NY,laptop,read,26,TRUE,FALSE
377,1055,IT,customer_table,TRUE,2025-01-16 12:01:00,IL,remote_server,export,76,TRUE,FALSE
378,1003,Customer Service,maintenance_logs,FALSE,2025-01-23 07:52:00,CA,mobile,delete,55,FALSE,FALSE
379,1055,IT,hr_files,TRUE,2025-01-18 07:08:00,TX,mobile,write,115,TRUE,FALSE
380,1091,HR,customer_table,TRUE,2025-01-13 04:41:00,CA,remote_server,write,25,FALSE,TRUE
381,1094,Pilot,flight_logs,FALSE,2025-01-17 09:58:00,TX,laptop,read,24,TRUE,FALSE
382,1039,Pilot,flight_logs,FALSE,2025-01-13 06:39:00,TX,web_portal,read,32,TRUE,FALSE
383,1023,Pilot,maintenance_logs,FALSE,2025-01-26 08:22:00,IL,remote_server,read,13,TRUE,FALSE
384,1003,HR,flight_logs,FALSE,2025-01-26 05:21:00,TX,mobile,delete,34,FALSE,FALSE
385,1001,Customer Service,maintenance_logs,FALSE,2025-01-18 15:34:00,TX,web_portal,write,27,FALSE,FALSE
386,1087,Pilot,payroll_records,TRUE,2025-01-07 07:39:00,NY,mobile,export,54,FALSE,TRUE
387,1063,IT,customer_table,TRUE,2025-01-08 14:38:00,FL,mobile,delete,60,TRUE,FALSE
388,1038,Pilot,customer_table,TRUE,2025-01-17 10:26:00,NY,web_portal,delete,106,FALSE,TRUE
389,1076,Finance,payroll_records,TRUE,2025-01-21 20:06:00,TX,web_portal,export,78,TRUE,FALSE
390,1000,Pilot,flight_logs,FALSE,2025-01-29 05:24:00,FL,mobile,delete,32,TRUE,FALSE
391,1042,Pilot,hr_files,TRUE,2025-01-07 04:41:00,NY,mobile,write,23,FALSE,TRUE
392,1061,Customer Service,payroll_records,TRUE,2025-01-19 02:59:00,NY,mobile,delete,64,FALSE,TRUE
393,1073,IT,flight_logs,FALSE,2025-01-18 02:45:00,NY,remote_server,export,10,TRUE,FALSE
394,1014,Finance,payroll_records,TRUE,2025-01-27 22:52:00,IL,web_portal,read,104,TRUE,FALSE
395,1093,Pilot,payroll_records,TRUE,2025-01-20 22:54:00,NY,laptop,delete,85,FALSE,TRUE
396,1086,Pilot,payroll_records,TRUE,2025-01-29 19:46:00,NY,web_portal,export,35,FALSE,TRUE
397,1084,IT,maintenance_logs,FALSE,2025-01-18 03:46:00,TX,remote_server,delete,1,TRUE,FALSE
398,1074,Pilot,hr_files,TRUE,2025-01-24 01:21:00,FL,laptop,export,90,FALSE,TRUE
399,1089,Finance,hr_files,TRUE,2025-01-30 01:03:00,TX,laptop,write,46,FALSE,TRUE
400,1084,Customer Service,payroll_records,TRUE,2025-01-30 10:41:00,IL,laptop,delete,87,FALSE,TRUE
401,1096,Customer Service,maintenance_logs,FALSE,2025-01-05 19:43:00,TX,laptop,export,2,FALSE,FALSE
402,1028,Finance,hr_files,TRUE,2025-01-26 09:28:00,IL,web_portal,delete,32,FALSE,TRUE
403,1047,Pilot,maintenance_logs,FALSE,2025-01-27 18:53:00,IL,web_portal,export,50,TRUE,FALSE
404,1003,Pilot,customer_table,TRUE,2025-01-14 10:41:00,FL,laptop,read,51,FALSE,TRUE
405,1093,IT,flight_logs,FALSE,2025-01-15 04:40:00,NY,remote_server,write,36,TRUE,FALSE
406,1066,Pilot,flight_logs,FALSE,2025-01-22 16:05:00,TX,remote_server,delete,68,TRUE,FALSE
407,1040,HR,flight_logs,FALSE,2025-01-03 00:48:00,TX,laptop,export,17,FALSE,FALSE
408,1082,HR,payroll_records,TRUE,2025-01-12 02:25:00,IL,web_portal,write,45,TRUE,FALSE
409,1042,Finance,maintenance_logs,FALSE,2025-01-22 00:41:00,CA,remote_server,write,53,FALSE,FALSE
410,1023,Pilot,maintenance_logs,FALSE,2025-01-02 07:53:00,IL,web_portal,delete,65,TRUE,FALSE
411,1075,Pilot,maintenance_logs,FALSE,2025-01-01 04:51:00,CA,web_portal,export,71,TRUE,FALSE
412,1096,HR,hr_files,TRUE,2025-01-05 15:08:00,IL,web_portal,export,16,TRUE,FALSE
413,1041,IT,maintenance_logs,FALSE,2025-01-06 04:28:00,NY,remote_server,export,3,TRUE,FALSE
414,1076,Pilot,hr_files,TRUE,2025-01-18 20:45:00,IL,laptop,export,88,FALSE,TRUE
415,1045,Pilot,hr_files,TRUE,2025-01-08 20:26:00,NY,laptop,write,59,FALSE,TRUE
416,1040,HR,payroll_records,TRUE,2025-01-14 21:33:00,TX,web_portal,export,27,TRUE,FALSE
417,1088,IT,hr_files,TRUE,2025-01-18 16:18:00,FL,web_portal,delete,96,TRUE,FALSE
418,1054,IT,maintenance_logs,FALSE,2025-01-29 22:08:00,IL,web_portal,write,53,TRUE,FALSE
419,1062,Customer Service,payroll_records,TRUE,2025-01-09 12:21:00,NY,remote_server,read,85,FALSE,TRUE
420,1045,HR,maintenance_logs,FALSE,2025-01-07 05:07:00,CA,remote_server,delete,52,FALSE,FALSE
421,1052,Pilot,maintenance_logs,FALSE,2025-01-21 04:48:00,FL,web_portal,read,111,TRUE,FALSE
422,1072,HR,payroll_records,TRUE,2025-01-14 07:02:00,TX,mobile,write,102,TRUE,FALSE
423,1068,Customer Service,payroll_records,TRUE,2025-01-21 19:31:00,IL,remote_server,read,42,FALSE,TRUE
424,1073,HR,flight_logs,FALSE,2025-01-25 17:13:00,NY,laptop,delete,79,FALSE,FALSE
425,1069,IT,maintenance_logs,FALSE,2025-01-05 15:51:00,CA,mobile,read,69,TRUE,FALSE
426,1057,Customer Service,flight_logs,FALSE,2025-01-04 23:00:00,FL,laptop,write,91,TRUE,FALSE
427,1026,Finance,flight_logs,FALSE,2025-01-28 18:34:00,FL,web_portal,write,21,FALSE,FALSE
428,1100,IT,payroll_records,TRUE,2025-01-03 16:50:00,IL,mobile,export,70,FALSE,TRUE
429,1076,Finance,payroll_records,TRUE,2025-01-15 17:30:00,NY,mobile,export,81,TRUE,FALSE
430,1065,HR,payroll_records,TRUE,2025-01-19 17:34:00,TX,mobile,write,2,TRUE,FALSE
431,1089,IT,payroll_records,TRUE,2025-01-07 15:44:00,NY,web_portal,delete,14,FALSE,TRUE
432,1062,IT,hr_files,TRUE,2025-01-29 18:45:00,NY,remote_server,delete,11,TRUE,FALSE
433,1057,HR,customer_table,TRUE,2025-01-19 08:01:00,IL,mobile,export,41,FALSE,TRUE
434,1058,Pilot,flight_logs,FALSE,2025-01-27 11:39:00,TX,laptop,delete,71,TRUE,FALSE
435,1081,Customer Service,customer_table,TRUE,2025-01-25 07:44:00,FL,web_portal,delete,95,TRUE,FALSE
436,1027,Pilot,flight_logs,FALSE,2025-01-15 16:39:00,NY,mobile,write,52,TRUE,FALSE
437,1072,Pilot,flight_logs,FALSE,2025-01-03 04:52:00,TX,laptop,delete,98,TRUE,FALSE
438,1002,HR,payroll_records,TRUE,2025-01-21 02:00:00,FL,laptop,delete,8,TRUE,FALSE
439,1025,IT,flight_logs,FALSE,2025-01-08 05:38:00,NY,laptop,export,1,TRUE,FALSE
440,1032,HR,flight_logs,FALSE,2025-01-30 12:47:00,CA,laptop,delete,48,FALSE,FALSE
441,1080,Customer Service,payroll_records,TRUE,2025-01-20 12:50:00,TX,laptop,read,61,FALSE,TRUE
442,1027,Pilot,customer_table,TRUE,2025-01-07 00:56:00,IL,web_portal,delete,49,FALSE,TRUE
443,1001,HR,flight_logs,FALSE,2025-01-06 11:43:00,FL,web_portal,delete,12,FALSE,FALSE
444,1009,IT,maintenance_logs,FALSE,2025-01-05 01:34:00,TX,laptop,export,47,TRUE,FALSE
445,1047,Customer Service,payroll_records,TRUE,2025-01-18 10:02:00,CA,web_portal,read,10,FALSE,TRUE
446,1067,Finance,customer_table,TRUE,2025-01-28 18:37:00,CA,remote_server,export,70,TRUE,FALSE
447,1092,IT,payroll_records,TRUE,2025-01-19 17:41:00,IL,remote_server,write,60,FALSE,TRUE
448,1011,HR,payroll_records,TRUE,2025-01-06 14:31:00,IL,remote_server,export,21,TRUE,FALSE
449,1054,Customer Service,payroll_records,TRUE,2025-01-12 06:38:00,NY,laptop,write,34,FALSE,TRUE
450,1070,Finance,hr_files,TRUE,2025-01-28 15:39:00,NY,laptop,export,18,FALSE,TRUE
451,1026,Finance,hr_files,TRUE,2025-01-24 04:32:00,CA,remote_server,export,48,FALSE,TRUE
452,1082,HR,payroll_records,TRUE,2025-01-23 12:32:00,FL,laptop,write,78,TRUE,FALSE
453,1063,Finance,customer_table,TRUE,2025-01-25 01:01:00,TX,mobile,export,20,TRUE,FALSE
454,1016,Pilot,hr_files,TRUE,2025-01-20 03:41:00,NY,web_portal,delete,65,FALSE,TRUE
455,1098,HR,customer_table,TRUE,2025-01-27 17:33:00,TX,laptop,export,34,FALSE,TRUE
456,1027,HR,customer_table,TRUE,2025-01-19 02:41:00,IL,mobile,delete,26,FALSE,TRUE
457,1054,Pilot,customer_table,TRUE,2025-01-30 03:38:00,IL,web_portal,export,46,FALSE,TRUE
458,1010,Customer Service,customer_table,TRUE,2025-01-24 06:28:00,CA,web_portal,export,18,TRUE,FALSE
459,1050,Finance,customer_table,TRUE,2025-01-15 02:47:00,FL,web_portal,read,33,TRUE,FALSE
460,1031,HR,maintenance_logs,FALSE,2025-01-06 06:41:00,FL,laptop,export,14,FALSE,FALSE
461,1085,IT,customer_table,TRUE,2025-01-01 13:50:00,CA,laptop,write,108,TRUE,FALSE
462,1063,Customer Service,hr_files,TRUE,2025-01-24 12:56:00,NY,web_portal,export,51,FALSE,TRUE
463,1016,Customer Service,customer_table,TRUE,2025-01-02 08:03:00,NY,remote_server,export,29,TRUE,FALSE
464,1067,HR,flight_logs,FALSE,2025-01-27 05:51:00,TX,remote_server,delete,56,FALSE,FALSE
465,1065,Customer Service,customer_table,TRUE,2025-01-23 17:42:00,IL,web_portal,export,46,TRUE,FALSE
466,1020,Customer Service,customer_table,TRUE,2025-01-27 02:51:00,TX,web_portal,read,43,TRUE,FALSE
467,1005,HR,payroll_records,TRUE,2025-01-03 02:13:00,FL,mobile,delete,68,TRUE,FALSE
468,1019,IT,customer_table,TRUE,2025-01-26 03:52:00,FL,web_portal,export,72,TRUE,FALSE
469,1031,Pilot,flight_logs,FALSE,2025-01-13 08:17:00,TX,mobile,read,34,TRUE,FALSE
470,1064,HR,payroll_records,TRUE,2025-01-11 03:46:00,IL,laptop,delete,32,TRUE,FALSE
471,1008,Pilot,flight_logs,FALSE,2025-01-15 03:21:00,NY,laptop,delete,41,TRUE,FALSE
472,1001,Customer Service,payroll_records,TRUE,2025-01-14 06:29:00,IL,mobile,write,19,FALSE,TRUE
473,1059,Customer Service,hr_files,TRUE,2025-01-23 10:52:00,CA,web_portal,write,4,FALSE,TRUE
474,1000,Pilot,customer_table,TRUE,2025-01-11 14:29:00,IL,mobile,read,91,FALSE,TRUE
475,1042,HR,maintenance_logs,FALSE,2025-01-14 23:53:00,TX,web_portal,write,99,FALSE,FALSE
476,1053,Pilot,customer_table,TRUE,2025-01-07 11:30:00,NY,laptop,read,42,FALSE,TRUE
477,1029,Finance,maintenance_logs,FALSE,2025-01-17 22:51:00,FL,laptop,read,67,FALSE,FALSE
478,1064,IT,maintenance_logs,FALSE,2025-01-04 09:44:00,IL,laptop,delete,59,TRUE,FALSE
479,1084,IT,payroll_records,TRUE,2025-01-14 06:35:00,NY,mobile,delete,142,FALSE,TRUE
480,1089,Customer Service,flight_logs,FALSE,2025-01-21 14:31:00,NY,web_portal,read,83,TRUE,FALSE
481,1025,IT,hr_files,TRUE,2025-01-05 23:01:00,CA,laptop,write,46,TRUE,FALSE
482,1057,Pilot,flight_logs,FALSE,2025-01-19 12:01:00,TX,mobile,write,21,TRUE,FALSE
483,1057,Customer Service,maintenance_logs,FALSE,2025-01-13 01:27:00,TX,laptop,write,1,FALSE,FALSE
484,1087,Customer Service,hr_files,TRUE,2025-01-02 20:03:00,CA,mobile,write,56,FALSE,TRUE
485,1011,IT,flight_logs,FALSE,2025-01-19 00:48:00,IL,laptop,export,27,TRUE,FALSE
486,1033,IT,customer_table,TRUE,2025-01-19 09:42:00,FL,web_portal,read,7,TRUE,FALSE
487,1059,HR,payroll_records,TRUE,2025-01-06 12:39:00,TX,laptop,write,30,TRUE,FALSE
488,1016,IT,maintenance_logs,FALSE,2025-01-17 22:35:00,TX,mobile,read,17,TRUE,FALSE
489,1002,HR,payroll_records,TRUE,2025-01-30 09:35:00,FL,web_portal,read,100,TRUE,FALSE
490,1042,HR,customer_table,TRUE,2025-01-21 23:31:00,TX,web_portal,delete,76,FALSE,TRUE
491,1092,Pilot,maintenance_logs,FALSE,2025-01-02 08:12:00,FL,remote_server,write,49,TRUE,FALSE
492,1045,IT,payroll_records,TRUE,2025-01-13 12:21:00,NY,remote_server,write,94,FALSE,TRUE
493,1004,Finance,hr_files,TRUE,2025-01-29 01:54:00,CA,mobile,delete,52,FALSE,TRUE
494,1052,Finance,maintenance_logs,FALSE,2025-01-03 18:36:00,TX,mobile,delete,24,FALSE,FALSE
495,1017,Pilot,payroll_records,TRUE,2025-01-30 05:56:00,IL,web_portal,read,95,FALSE,TRUE
496,1048,Customer Service,maintenance_logs,FALSE,2025-01-25 18:45:00,FL,mobile,export,66,FALSE,FALSE
497,1049,Customer Service,payroll_records,TRUE,2025-01-02 04:28:00,NY,web_portal,read,18,FALSE,TRUE
498,1099,Customer Service,customer_table,TRUE,2025-01-22 11:12:00,IL,mobile,write,44,TRUE,FALSE
499,1020,HR,payroll_records,TRUE,2025-01-30 21:28:00,CA,mobile,read,23,TRUE,FALSE
500,1097,IT,hr_files,TRUE,2025-01-18 16:15:00,NY,web_portal,write,8,TRUE,FALSE
