access_monitoring_data
event_id,user_id,user_role,resource_accessed,resource_sensitivity,timestamp,location,device_type,access_type,records_viewed,is_authorized,is_privacy_violation
301,1056,Customer Service,maintenance_logs,0,2025-01-07 21:24:00,FL,web_portal,delete,25,0,0
302,1064,Finance,maintenance_logs,0,2025-01-03 20:01:00,CA,web_portal,export,33,0,0
303,1084,Pilot,hr_files,1,2025-01-18 03:35:00,NY,web_portal,delete,72,0,1
304,1068,Customer Service,hr_files,1,2025-01-17 02:58:00,NY,remote_server,write,68,0,1
305,1031,Customer Service,hr_files,1,2025-01-14 14:02:00,CA,mobile,export,49,0,1
306,1090,IT,maintenance_logs,0,2025-01-15 10:17:00,FL,mobile,export,53,1,0
307,1036,HR,hr_files,1,2025-01-25 17:18:00,FL,remote_server,export,88,1,0
308,1098,IT,flight_logs,0,2025-01-02 21:56:00,NY,laptop,export,32,1,0
309,1056,Customer Service,maintenance_logs,0,2025-01-10 17:43:00,CA,mobile,export,66,0,0
310,1017,HR,hr_files,1,2025-01-27 16:58:00,CA,web_portal,read,43,1,0
311,1085,Finance,payroll_records,1,2025-01-30 00:48:00,CA,laptop,read,43,1,0
312,1052,Customer Service,maintenance_logs,0,2025-01-05 13:49:00,CA,laptop,write,82,0,0
313,1052,Pilot,maintenance_logs,0,2025-01-30 14:33:00,CA,mobile,export,74,1,0
314,1036,HR,customer_table,1,2025-01-30 16:29:00,IL,web_portal,read,74,0,1
315,1022,Pilot,payroll_records,1,2025-01-02 15:41:00,FL,remote_server,write,89,0,1
316,1095,Customer Service,customer_table,1,2025-01-01 10:07:00,NY,laptop,export,50,1,0
317,1036,Pilot,hr_files,1,2025-01-24 20:41:00,FL,web_portal,delete,70,0,1
318,1034,IT,customer_table,1,2025-01-16 01:11:00,CA,remote_server,export,40,1,0
319,1091,IT,customer_table,1,2025-01-16 08:12:00,NY,web_portal,write,59,1,0
320,1078,Pilot,maintenance_logs,0,2025-01-24 10:49:00,NY,laptop,delete,46,1,0
321,1085,HR,payroll_records,1,2025-01-07 09:35:00,FL,mobile,write,52,1,0
322,1000,Customer Service,maintenance_logs,0,2025-01-11 17:15:00,FL,mobile,export,67,0,0
323,1038,Finance,hr_files,1,2025-01-01 12:29:00,NY,mobile,write,25,0,1
324,1007,HR,maintenance_logs,0,2025-01-14 23:06:00,CA,remote_server,export,112,0,0
325,1088,HR,flight_logs,0,2025-01-17 17:27:00,IL,web_portal,write,19,0,0
326,1017,Pilot,payroll_records,1,2025-01-21 16:57:00,IL,mobile,delete,13,0,1
327,1089,Finance,maintenance_logs,0,2025-01-25 11:06:00,CA,web_portal,read,84,0,0
328,1067,Pilot,hr_files,1,2025-01-17 11:09:00,TX,laptop,read,73,0,1
329,1070,Finance,payroll_records,1,2025-01-27 01:32:00,IL,web_portal,write,68,1,0
330,1041,Finance,maintenance_logs,0,2025-01-06 06:57:00,CA,remote_server,read,68,0,0
331,1065,Pilot,customer_table,1,2025-01-21 15:16:00,CA,remote_server,delete,49,0,1
332,1072,HR,hr_files,1,2025-01-22 01:02:00,NY,laptop,delete,23,1,0
333,1032,HR,payroll_records,1,2025-01-27 07:40:00,TX,laptop,delete,52,1,0
334,1044,HR,hr_files,1,2025-01-03 17:48:00,TX,remote_server,read,29,1,0
335,1036,Pilot,payroll_records,1,2025-01-07 03:55:00,FL,mobile,delete,79,0,1
336,1057,Pilot,maintenance_logs,0,2025-01-04 15:39:00,IL,web_portal,export,45,1,0
337,1015,IT,hr_files,1,2025-01-18 21:19:00,IL,web_portal,write,25,1,0
338,1000,HR,flight_logs,0,2025-01-22 01:43:00,IL,remote_server,delete,40,0,0
339,1029,IT,maintenance_logs,0,2025-01-16 18:05:00,CA,mobile,write,62,1,0
340,1092,HR,customer_table,1,2025-01-20 01:55:00,IL,laptop,write,33,0,1
341,1026,HR,customer_table,1,2025-01-28 00:44:00,TX,remote_server,read,25,0,1
342,1031,HR,maintenance_logs,0,2025-01-20 23:27:00,CA,web_portal,read,57,0,0
343,1017,Finance,flight_logs,0,2025-01-11 15:46:00,IL,mobile,export,57,0,0
344,1030,Customer Service,payroll_records,1,2025-01-24 17:20:00,CA,remote_server,export,34,0,1
345,1035,HR,hr_files,1,2025-01-27 22:15:00,CA,remote_server,delete,35,1,0
346,1006,Customer Service,maintenance_logs,0,2025-01-24 20:51:00,NY,remote_server,delete,56,0,0
347,1019,Customer Service,maintenance_logs,0,2025-01-09 08:50:00,IL,remote_server,write,6,0,0
348,1028,Customer Service,payroll_records,1,2025-01-22 01:44:00,TX,remote_server,delete,7,0,1
349,1071,Finance,payroll_records,1,2025-01-18 16:15:00,CA,mobile,write,28,1,0
350,1042,HR,maintenance_logs,0,2025-01-17 21:18:00,TX,web_portal,read,43,0,0
351,1034,Pilot,hr_files,1,2025-01-28 10:33:00,TX,laptop,write,59,0,1
352,1097,Finance,hr_files,1,2025-01-10 21:02:00,FL,web_portal,export,94,0,1
353,1038,HR,payroll_records,1,2025-01-09 15:33:00,TX,remote_server,write,75,1,0
354,1089,Finance,payroll_records,1,2025-01-19 01:13:00,CA,mobile,export,45,1,0
355,1048,Pilot,hr_files,1,2025-01-30 12:34:00,NY,mobile,export,49,0,1
356,1046,Finance,maintenance_logs,0,2025-01-22 05:00:00,TX,remote_server,export,19,0,0
357,1026,Customer Service,flight_logs,0,2025-01-19 20:07:00,TX,web_portal,write,49,1,0
358,1002,Customer Service,hr_files,1,2025-01-27 13:55:00,IL,remote_server,export,41,0,1
359,1019,IT,flight_logs,0,2025-01-11 11:14:00,FL,web_portal,delete,59,1,0
360,1070,Customer Service,flight_logs,0,2025-01-23 05:42:00,FL,remote_server,write,25,1,0
361,1093,Customer Service,payroll_records,1,2025-01-07 08:52:00,IL,remote_server,write,65,0,1
362,1069,HR,hr_files,1,2025-01-02 12:56:00,TX,laptop,read,95,1,0
363,1052,IT,payroll_records,1,2025-01-04 02:14:00,CA,laptop,write,46,0,1
364,1064,Pilot,flight_logs,0,2025-01-03 18:01:00,IL,remote_server,delete,62,1,0
365,1002,HR,hr_files,1,2025-01-26 02:32:00,FL,laptop,read,70,1,0
366,1067,Customer Service,hr_files,1,2025-01-14 01:08:00,TX,remote_server,write,37,0,1
367,1013,HR,hr_files,1,2025-01-07 18:38:00,CA,web_portal,export,56,1,0
368,1045,Customer Service,maintenance_logs,0,2025-01-04 14:18:00,NY,remote_server,delete,50,0,0
369,1072,IT,payroll_records,1,2025-01-14 15:39:00,TX,laptop,read,52,0,1
370,1051,Pilot,maintenance_logs,0,2025-01-26 03:41:00,FL,laptop,read,26,1,0
371,1089,IT,customer_table,1,2025-01-23 17:58:00,FL,mobile,read,50,1,0
372,1067,HR,payroll_records,1,2025-01-10 14:55:00,IL,remote_server,export,64,1,0
373,1005,HR,flight_logs,0,2025-01-25 17:08:00,IL,laptop,write,93,0,0
374,1040,HR,payroll_records,1,2025-01-27 17:11:00,CA,remote_server,read,78,1,0
375,1038,IT,hr_files,1,2025-01-11 22:39:00,IL,remote_server,export,114,1,0
376,1049,IT,customer_table,1,2025-01-23 18:59:00,NY,laptop,read,26,1,0
377,1055,IT,customer_table,1,2025-01-16 12:01:00,IL,remote_server,export,76,1,0
378,1003,Customer Service,maintenance_logs,0,2025-01-23 07:52:00,CA,mobile,delete,55,0,0
379,1055,IT,hr_files,1,2025-01-18 07:08:00,TX,mobile,write,115,1,0
380,1091,HR,customer_table,1,2025-01-13 04:41:00,CA,remote_server,write,25,0,1
381,1094,Pilot,flight_logs,0,2025-01-17 09:58:00,TX,laptop,read,24,1,0
382,1039,Pilot,flight_logs,0,2025-01-13 06:39:00,TX,web_portal,read,32,1,0
383,1023,Pilot,maintenance_logs,0,2025-01-26 08:22:00,IL,remote_server,read,13,1,0
384,1003,HR,flight_logs,0,2025-01-26 05:21:00,TX,mobile,delete,34,0,0
385,1001,Customer Service,maintenance_logs,0,2025-01-18 15:34:00,TX,web_portal,write,27,0,0
386,1087,Pilot,payroll_records,1,2025-01-07 07:39:00,NY,mobile,export,54,0,1
387,1063,IT,customer_table,1,2025-01-08 14:38:00,FL,mobile,delete,60,1,0
388,1038,Pilot,customer_table,1,2025-01-17 10:26:00,NY,web_portal,delete,106,0,1
389,1076,Finance,payroll_records,1,2025-01-21 20:06:00,TX,web_portal,export,78,1,0
390,1000,Pilot,flight_logs,0,2025-01-29 05:24:00,FL,mobile,delete,32,1,0
391,1042,Pilot,hr_files,1,2025-01-07 04:41:00,NY,mobile,write,23,0,1
392,1061,Customer Service,payroll_records,1,2025-01-19 02:59:00,NY,mobile,delete,64,0,1
393,1073,IT,flight_logs,0,2025-01-18 02:45:00,NY,remote_server,export,10,1,0
394,1014,Finance,payroll_records,1,2025-01-27 22:52:00,IL,web_portal,read,104,1,0
395,1093,Pilot,payroll_records,1,2025-01-20 22:54:00,NY,laptop,delete,85,0,1
396,1086,Pilot,payroll_records,1,2025-01-29 19:46:00,NY,web_portal,export,35,0,1
397,1084,IT,maintenance_logs,0,2025-01-18 03:46:00,TX,remote_server,delete,1,1,0
398,1074,Pilot,hr_files,1,2025-01-24 01:21:00,FL,laptop,export,90,0,1
399,1089,Finance,hr_files,1,2025-01-30 01:03:00,TX,laptop,write,46,0,1
400,1084,Customer Service,payroll_records,1,2025-01-30 10:41:00,IL,laptop,delete,87,0,1
401,1096,Customer Service,maintenance_logs,0,2025-01-05 19:43:00,TX,laptop,export,2,0,0
402,1028,Finance,hr_files,1,2025-01-26 09:28:00,IL,web_portal,delete,32,0,1
403,1047,Pilot,maintenance_logs,0,2025-01-27 18:53:00,IL,web_portal,export,50,1,0
404,1003,Pilot,customer_table,1,2025-01-14 10:41:00,FL,laptop,read,51,0,1
405,1093,IT,flight_logs,0,2025-01-15 04:40:00,NY,remote_server,write,36,1,0
406,1066,Pilot,flight_logs,0,2025-01-22 16:05:00,TX,remote_server,delete,68,1,0
407,1040,HR,flight_logs,0,2025-01-03 00:48:00,TX,laptop,export,17,0,0
408,1082,HR,payroll_records,1,2025-01-12 02:25:00,IL,web_portal,write,45,1,0
409,1042,Finance,maintenance_logs,0,2025-01-22 00:41:00,CA,remote_server,write,53,0,0
410,1023,Pilot,maintenance_logs,0,2025-01-02 07:53:00,IL,web_portal,delete,65,1,0
411,1075,Pilot,maintenance_logs,0,2025-01-01 04:51:00,CA,web_portal,export,71,1,0
412,1096,HR,hr_files,1,2025-01-05 15:08:00,IL,web_portal,export,16,1,0
413,1041,IT,maintenance_logs,0,2025-01-06 04:28:00,NY,remote_server,export,3,1,0
414,1076,Pilot,hr_files,1,2025-01-18 20:45:00,IL,laptop,export,88,0,1
415,1045,Pilot,hr_files,1,2025-01-08 20:26:00,NY,laptop,write,59,0,1
416,1040,HR,payroll_records,1,2025-01-14 21:33:00,TX,web_portal,export,27,1,0
417,1088,IT,hr_files,1,2025-01-18 16:18:00,FL,web_portal,delete,96,1,0
418,1054,IT,maintenance_logs,0,2025-01-29 22:08:00,IL,web_portal,write,53,1,0
419,1062,Customer Service,payroll_records,1,2025-01-09 12:21:00,NY,remote_server,read,85,0,1
420,1045,HR,maintenance_logs,0,2025-01-07 05:07:00,CA,remote_server,delete,52,0,0
421,1052,Pilot,maintenance_logs,0,2025-01-21 04:48:00,FL,web_portal,read,111,1,0
422,1072,HR,payroll_records,1,2025-01-14 07:02:00,TX,mobile,write,102,1,0
423,1068,Customer Service,payroll_records,1,2025-01-21 19:31:00,IL,remote_server,read,42,0,1
424,1073,HR,flight_logs,0,2025-01-25 17:13:00,NY,laptop,delete,79,0,0
425,1069,IT,maintenance_logs,0,2025-01-05 15:51:00,CA,mobile,read,69,1,0
426,1057,Customer Service,flight_logs,0,2025-01-04 23:00:00,FL,laptop,write,91,1,0
427,1026,Finance,flight_logs,0,2025-01-28 18:34:00,FL,web_portal,write,21,0,0
428,1100,IT,payroll_records,1,2025-01-03 16:50:00,IL,mobile,export,70,0,1
429,1076,Finance,payroll_records,1,2025-01-15 17:30:00,NY,mobile,export,81,1,0
430,1065,HR,payroll_records,1,2025-01-19 17:34:00,TX,mobile,write,2,1,0
431,1089,IT,payroll_records,1,2025-01-07 15:44:00,NY,web_portal,delete,14,0,1
432,1062,IT,hr_files,1,2025-01-29 18:45:00,NY,remote_server,delete,11,1,0
433,1057,HR,customer_table,1,2025-01-19 08:01:00,IL,mobile,export,41,0,1
434,1058,Pilot,flight_logs,0,2025-01-27 11:39:00,TX,laptop,delete,71,1,0
435,1081,Customer Service,customer_table,1,2025-01-25 07:44:00,FL,web_portal,delete,95,1,0
436,1027,Pilot,flight_logs,0,2025-01-15 16:39:00,NY,mobile,write,52,1,0
437,1072,Pilot,flight_logs,0,2025-01-03 04:52:00,TX,laptop,delete,98,1,0
438,1002,HR,payroll_records,1,2025-01-21 02:00:00,FL,laptop,delete,8,1,0
439,1025,IT,flight_logs,0,2025-01-08 05:38:00,NY,laptop,export,1,1,0
440,1032,HR,flight_logs,0,2025-01-30 12:47:00,CA,laptop,delete,48,0,0
441,1080,Customer Service,payroll_records,1,2025-01-20 12:50:00,TX,laptop,read,61,0,1
442,1027,Pilot,customer_table,1,2025-01-07 00:56:00,IL,web_portal,delete,49,0,1
443,1001,HR,flight_logs,0,2025-01-06 11:43:00,FL,web_portal,delete,12,0,0
444,1009,IT,maintenance_logs,0,2025-01-05 01:34:00,TX,laptop,export,47,1,0
445,1047,Customer Service,payroll_records,1,2025-01-18 10:02:00,CA,web_portal,read,10,0,1
446,1067,Finance,customer_table,1,2025-01-28 18:37:00,CA,remote_server,export,70,1,0
447,1092,IT,payroll_records,1,2025-01-19 17:41:00,IL,remote_server,write,60,0,1
448,1011,HR,payroll_records,1,2025-01-06 14:31:00,IL,remote_server,export,21,1,0
449,1054,Customer Service,payroll_records,1,2025-01-12 06:38:00,NY,laptop,write,34,0,1
450,1070,Finance,hr_files,1,2025-01-28 15:39:00,NY,laptop,export,18,0,1
451,1026,Finance,hr_files,1,2025-01-24 04:32:00,CA,remote_server,export,48,0,1
452,1082,HR,payroll_records,1,2025-01-23 12:32:00,FL,laptop,write,78,1,0
453,1063,Finance,customer_table,1,2025-01-25 01:01:00,TX,mobile,export,20,1,0
454,1016,Pilot,hr_files,1,2025-01-20 03:41:00,NY,web_portal,delete,65,0,1
455,1098,HR,customer_table,1,2025-01-27 17:33:00,TX,laptop,export,34,0,1
456,1027,HR,customer_table,1,2025-01-19 02:41:00,IL,mobile,delete,26,0,1
457,1054,Pilot,customer_table,1,2025-01-30 03:38:00,IL,web_portal,export,46,0,1
458,1010,Customer Service,customer_table,1,2025-01-24 06:28:00,CA,web_portal,export,18,1,0
459,1050,Finance,customer_table,1,2025-01-15 02:47:00,FL,web_portal,read,33,1,0
460,1031,HR,maintenance_logs,0,2025-01-06 06:41:00,FL,laptop,export,14,0,0
461,1085,IT,customer_table,1,2025-01-01 13:50:00,CA,laptop,write,108,1,0
462,1063,Customer Service,hr_files,1,2025-01-24 12:56:00,NY,web_portal,export,51,0,1
463,1016,Customer Service,customer_table,1,2025-01-02 08:03:00,NY,remote_server,export,29,1,0
464,1067,HR,flight_logs,0,2025-01-27 05:51:00,TX,remote_server,delete,56,0,0
465,1065,Customer Service,customer_table,1,2025-01-23 17:42:00,IL,web_portal,export,46,1,0
466,1020,Customer Service,customer_table,1,2025-01-27 02:51:00,TX,web_portal,read,43,1,0
467,1005,HR,payroll_records,1,2025-01-03 02:13:00,FL,mobile,delete,68,1,0
468,1019,IT,customer_table,1,2025-01-26 03:52:00,FL,web_portal,export,72,1,0
469,1031,Pilot,flight_logs,0,2025-01-13 08:17:00,TX,mobile,read,34,1,0
470,1064,HR,payroll_records,1,2025-01-11 03:46:00,IL,laptop,delete,32,1,0
471,1008,Pilot,flight_logs,0,2025-01-15 03:21:00,NY,laptop,delete,41,1,0
472,1001,Customer Service,payroll_records,1,2025-01-14 06:29:00,IL,mobile,write,19,0,1
473,1059,Customer Service,hr_files,1,2025-01-23 10:52:00,CA,web_portal,write,4,0,1
474,1000,Pilot,customer_table,1,2025-01-11 14:29:00,IL,mobile,read,91,0,1
475,1042,HR,maintenance_logs,0,2025-01-14 23:53:00,TX,web_portal,write,99,0,0
476,1053,Pilot,customer_table,1,2025-01-07 11:30:00,NY,laptop,read,42,0,1
477,1029,Finance,maintenance_logs,0,2025-01-17 22:51:00,FL,laptop,read,67,0,0
478,1064,IT,maintenance_logs,0,2025-01-04 09:44:00,IL,laptop,delete,59,1,0
479,1084,IT,payroll_records,1,2025-01-14 06:35:00,NY,mobile,delete,142,0,1
480,1089,Customer Service,flight_logs,0,2025-01-21 14:31:00,NY,web_portal,read,83,1,0
481,1025,IT,hr_files,1,2025-01-05 23:01:00,CA,laptop,write,46,1,0
482,1057,Pilot,flight_logs,0,2025-01-19 12:01:00,TX,mobile,write,21,1,0
483,1057,Customer Service,maintenance_logs,0,2025-01-13 01:27:00,TX,laptop,write,1,0,0
484,1087,Customer Service,hr_files,1,2025-01-02 20:03:00,CA,mobile,write,56,0,1
485,1011,IT,flight_logs,0,2025-01-19 00:48:00,IL,laptop,export,27,1,0
486,1033,IT,customer_table,1,2025-01-19 09:42:00,FL,web_portal,read,7,1,0
487,1059,HR,payroll_records,1,2025-01-06 12:39:00,TX,laptop,write,30,1,0
488,1016,IT,maintenance_logs,0,2025-01-17 22:35:00,TX,mobile,read,17,1,0
489,1002,HR,payroll_records,1,2025-01-30 09:35:00,FL,web_portal,read,100,1,0
490,1042,HR,customer_table,1,2025-01-21 23:31:00,TX,web_portal,delete,76,0,1
491,1092,Pilot,maintenance_logs,0,2025-01-02 08:12:00,FL,remote_server,write,49,1,0
492,1045,IT,payroll_records,1,2025-01-13 12:21:00,NY,remote_server,write,94,0,1
493,1004,Finance,hr_files,1,2025-01-29 01:54:00,CA,mobile,delete,52,0,1
494,1052,Finance,maintenance_logs,0,2025-01-03 18:36:00,TX,mobile,delete,24,0,0
495,1017,Pilot,payroll_records,1,2025-01-30 05:56:00,IL,web_portal,read,95,0,1
496,1048,Customer Service,maintenance_logs,0,2025-01-25 18:45:00,FL,mobile,export,66,0,0
497,1049,Customer Service,payroll_records,1,2025-01-02 04:28:00,NY,web_portal,read,18,0,1
498,1099,Customer Service,customer_table,1,2025-01-22 11:12:00,IL,mobile,write,44,1,0
499,1020,HR,payroll_records,1,2025-01-30 21:28:00,CA,mobile,read,23,1,0
500,1097,IT,hr_files,1,2025-01-18 16:15:00,NY,web_portal,write,8,1,0
